Date,532921.BO,500820.BO,532215.BO,500034.BO,532978.BO,500049.BO,532454.BO,543320.BO,532281.BO,500180.BO,500696.BO,532174.BO,500209.BO,500875.BO,500247.BO,500510.BO,500520.BO,532500.BO,532555.BO,532898.BO,500325.BO,500112.BO,524715.BO,532540.BO,500570.BO,500470.BO,532755.BO,500114.BO,500251.BO,532538.BO
2018-12-24,344.878662109375,,,250.24256896972656,623.3162841796875,,,,,,1562.7913818359375,,527.16796875,,,1262.6944580078125,725.5667724609375,,,,484.71014404296875,270.17340087890625,,,,19.71161651611328,,,,3796.291748046875
2018-12-26,359.9273681640625,,,250.67185974121094,641.9910888671875,,,,,,1569.4508056640625,,523.5535888671875,,,1278.37646484375,724.8765869140625,,,,487.7783508300781,271.2345886230469,,,,19.682876586914062,,,,3859.999755859375
2018-12-27,366.5201416015625,,,251.88157653808594,636.3601684570312,,,,,,1587.0628662109375,,533.9093017578125,,,1279.095458984375,732.0089111328125,,,,498.0279541015625,269.2968444824219,,,,19.45870590209961,,,,3856.758544921875
2018-12-28,369.09991455078125,,,256.7449951171875,646.8701782226562,,,,,,1594.817626953125,,534.1124267578125,,,1293.2498779296875,739.1412353515625,,,,500.6070251464844,271.6959533691406,,,,19.684795379638672,,,,3874.60791015625
2018-12-31,370.1031799316406,,,257.67181396484375,645.3566284179688,,,,,,1593.021484375,,535.9398803710938,,,1292.7554931640625,739.6474609375,,,,498.4948425292969,272.80316162109375,,,,19.997098922729492,,,,3872.4794921875
2019-01-02,363.9881286621094,,,255.2669219970703,636.34033203125,,,,,,1563.18603515625,,543.6154174804688,,,1281.881103515625,682.4046020507812,,,,491.9360046386719,271.14227294921875,,,,18.92414665222168,,,,3869.674072265625
2019-01-03,361.5994567871094,,,252.48162841796875,635.414306640625,,,,,,1566.1212158203125,,542.1939697265625,,,1252.718994140625,661.6517333984375,,,,485.46612548828125,268.5586242675781,,,,18.433658599853516,,,,3768.090087890625
2019-01-04,364.5136413574219,,,251.6328582763672,638.615478515625,,,,,,1559.8997802734375,,536.6709594726562,,,1248.540283203125,668.2779541015625,,,,488.7121276855469,274.5102233886719,,,,18.68848419189453,,,,3784.34375
2019-01-07,364.8002624511719,,,249.03770446777344,636.7435302734375,,,,,,1563.799072265625,,545.117919921875,,,1243.732421875,671.4529418945312,,,,490.6687316894531,272.8493347167969,,,,18.62142562866211,,,,3802.773681640625
2019-01-08,362.0294189453125,,,247.32066345214844,641.99609375,,,,,,1551.4443359375,,544.0621337890625,,,1241.89013671875,666.805419921875,,,,490.8909912109375,281.52294921875,,,,18.828350067138672,,,,3787.43994140625
2019-01-09,360.59619140625,,,246.3499298095703,636.6041870117188,,,,,,1562.4847412109375,,548.9353637695312,,,1244.8555908203125,668.2318725585938,,,,492.8697814941406,281.4767761230469,,,,18.368515014648438,,,,3695.7236328125
2019-01-10,362.9371337890625,,,245.44749450683594,634.1296997070312,,,,,,1564.8507080078125,,552.10302734375,,,1249.39404296875,674.8580932617188,,,,491.6469421386719,281.10772705078125,,,,18.404918670654297,,,,3695.143310546875
2019-01-11,360.2140197753906,,,244.9743194580078,634.21435546875,,,,,,1549.472900390625,,555.311279296875,,,1231.3753662109375,670.6246948242188,,,,488.2007751464844,279.16998291015625,,,,18.19032859802246,,,,3645.51220703125
2019-01-14,357.5864562988281,,,247.8767547607422,632.900146484375,,,,,,1545.2232666015625,,569.2814331054688,,,1198.84326171875,666.7594604492188,,,,487.5559997558594,277.2784423828125,,,,18.03704833984375,,,,3654.509765625
2019-01-15,367.6189880371094,,,253.5840606689453,648.0301513671875,,,,,,1566.38427734375,,590.1146240234375,,,1205.1788330078125,668.7381591796875,,,,502.2745666503906,277.73974609375,,,,18.20757484436035,,,,3696.642578125
2019-01-16,372.0618896484375,,,251.01821899414062,642.747802734375,,,,,,1550.9183349609375,,598.23681640625,,,1206.52685546875,667.81787109375,,,,504.2754821777344,279.35455322265625,,,,18.18074607849121,,,,3760.1083984375
2019-01-17,377.12591552734375,,,247.3743133544922,633.661865234375,,,,,,1533.4814453125,,595.6782836914062,,,1209.7623291015625,675.7322998046875,,,,504.14208984375,274.3718566894531,,,,18.10602378845215,,,,3726.924560546875
2019-01-18,380.852294921875,,,247.8865203857422,621.87744140625,,,,,,1527.8739013671875,,593.72900390625,,,1184.6888427734375,676.1004638671875,,,,526.019775390625,272.38800048828125,,,,18.02938461303711,,,,3696.255859375
2019-01-22,374.40283203125,,,255.28158569335938,638.8843994140625,,,,,,1533.3065185546875,,604.5720825195312,,,1169.0067138671875,651.6204833984375,,,,549.0536499023438,267.86663818359375,,,,17.504405975341797,,,,3724.215576171875
2019-01-23,369.48211669921875,,,256.88153076171875,646.0984497070312,,,,,,1547.1507568359375,,594.0946655273438,,,1169.1866455078125,640.89892578125,,,,545.0292358398438,264.36029052734375,,,,17.77264404296875,,,,3724.4091796875
2019-01-24,364.99139404296875,,,256.7303466796875,638.0728759765625,,,,,,1541.0611572265625,,598.4636840820312,,,1165.2322998046875,641.2210083007812,,,,553.7892456054688,265.6982421875,,,,17.657684326171875,,,,3666.941650390625
2019-01-25,358.01641845703125,,,253.30113220214844,629.7835083007812,,,,,,1536.02294921875,,596.3403930664062,,,1155.3018798828125,628.7509155273438,,,,554.1672973632812,263.2069091796875,,,,17.345380783081055,,,,3399.436767578125
2019-01-28,312.4880676269531,,,239.62802124023438,602.804443359375,,,,,,1525.201171875,,594.7070922851562,,,1168.7822265625,619.8699951171875,,,,546.7635498046875,259.83892822265625,,,,17.077144622802734,,,,3270.957275390625
2019-01-29,332.45751953125,,,245.06211853027344,620.279296875,,,,,,1534.70849609375,,594.0128784179688,,,1148.6065673828125,617.1090698242188,,,,538.4481811523438,259.05462646484375,,,,17.042654037475586,,,,3297.272216796875
2019-01-30,323.28497314453125,,,253.30113220214844,621.683349609375,,,,,,1515.9571533203125,,591.9711303710938,,,1164.064208984375,624.1953735351562,,,,531.2891845703125,265.2829895019531,,,,17.918256759643555,,,,3325.812255859375
2019-01-31,324.7181396484375,,,250.76455688476562,606.7077026367188,,,,,,1544.127685546875,,612.1842041015625,,,1180.3304443359375,626.5421752929688,,,,545.65185546875,270.68096923828125,,,,18.23822784423828,,,,3406.160888671875
2019-02-01,324.00152587890625,,,256.3450012207031,607.424560546875,,,,,,1573.9195556640625,,617.85986328125,,,1190.3955078125,633.260498046875,,,,554.6342163085938,262.330322265625,,,,18.14051055908203,,,,3364.849853515625
2019-02-04,320.80072021484375,,,253.07672119140625,598.4083862304688,,,,,,1579.96533203125,,617.1249389648438,,,1174.80322265625,620.5601196289062,,,,574.1328735351562,261.6844177246094,,,,18.232481002807617,,,,3342.017578125
2019-02-05,324.3836975097656,,,253.86691284179688,598.4183959960938,,,,,,1595.7813720703125,,615.9815673828125,,,1172.961181640625,629.257080078125,,,,573.7548828125,262.51483154296875,,,,17.809045791625977,,,,3347.5322265625
2019-02-06,316.4054260253906,,,264.1596374511719,617.9393920898438,,,,,,1602.2215576171875,,622.8416137695312,,,1178.7574462890625,639.1964111328125,,,,582.4481201171875,265.9289245605469,,,,18.562028884887695,,,,3392.4228515625
2019-02-07,317.93426513671875,,,263.1888122558594,621.2252807617188,,,,,,1609.5380859375,,623.4133911132812,,,1168.4227294921875,645.6383666992188,,,,573.71044921875,265.3752746582031,,,,18.684648513793945,,,,3455.9853515625
2019-02-08,316.1666259765625,,,263.8376770019531,615.7288818359375,,,,,,1592.4515380859375,,620.554931640625,,,1134.317626953125,628.5668334960938,,,,567.9963989257812,263.0223083496094,,,,17.992979049682617,,,,3439.10302734375
2019-02-11,314.16015625,,,258.77911376953125,607.2852783203125,,,,,,1581.8934326171875,,621.984130859375,,,1119.7139892578125,595.2059326171875,,,,557.3687744140625,258.1780090332031,,,,18.408750534057617,,,,3336.9384765625
2019-02-12,312.535888671875,,,255.95962524414062,607.6834716796875,,,,,,1572.69287109375,,612.83740234375,,,1118.5457763671875,596.9085083007812,,,,558.8140258789062,254.11802673339844,,,,18.698060989379883,,,,3340.421630859375
2019-02-13,326.39019775390625,,,252.73036193847656,609.177001953125,,,,,,1576.2852783203125,,616.5531616210938,,,1096.2135009765625,590.0521850585938,,,,553.3446044921875,247.52056884765625,,,,18.523706436157227,,,,3354.304443359375
2019-02-14,333.5562438964844,,,254.35475158691406,600.9025268554688,,,,,,1561.6082763671875,,604.1805419921875,,,1102.86376953125,583.7020874023438,,,,544.9403686523438,246.4132843017578,,,,18.489221572875977,,,,3380.232421875
2019-02-15,333.74737548828125,,,249.5108642578125,599.677978515625,,,,,,1553.59130859375,,605.7730712890625,,,1117.28759765625,577.7660522460938,,,,552.9443969726562,242.63014221191406,,,,17.91250991821289,,,,3329.537109375
2019-02-19,324.57489013671875,,,249.6864776611328,592.8671264648438,,,,,,1523.5364990234375,,592.2161865234375,,,1128.5211181640625,581.8155517578125,,,,540.8717041015625,242.2148895263672,,,,18.05429458618164,,,,3357.59423828125
2019-02-20,339.1935729980469,,,253.74014282226562,597.7410888671875,,,,,,1519.0240478515625,,604.3846435546875,,,1145.91064453125,583.0119018554688,,,,548.875732421875,246.4132843017578,,,,18.799610137939453,,,,3459.85498046875
2019-02-21,339.8624572753906,,,258.83282470703125,615.0916137695312,,,,,,1536.5484619140625,,598.9129638671875,,,1152.336181640625,582.8738403320312,,,,554.2562255859375,246.8746795654297,,,,19.079341888427734,,,,3512.96923828125
2019-02-22,338.3336486816406,,,257.662109375,615.6094360351562,,,,,,1548.9908447265625,,598.9129638671875,,,1149.81982421875,594.607666015625,,,,548.09765625,249.82737731933594,,,,19.23453712463379,,,,3503.24609375
